"customer_id","revenue","most_recent_visit","number_of_orders","recency_days"
31964,826,2006-08-13,9,141
27193,757,2006-04-24,9,252
13957,1018,2006-07-28,8,157
5459,892,2006-10-19,11,74
7791,867,2006-05-26,8,220
12666,1278,2006-10-07,10,86
28154,1044,2006-09-24,12,99
33287,306,2006-01-16,5,350
7713,1616,2006-09-01,15,122
10179,610,2006-07-31,7,154
36234,495,2005-12-17,8,380
27669,796,2006-03-28,10,279
21464,919,2006-06-05,8,210
39771,894,2005-10-30,6,428
26725,1299,2006-10-19,11,74
20184,685,2006-06-12,8,203
29424,934,2006-07-15,10,170
23027,1032,2006-08-29,10,125
33518,908,2006-04-01,10,275
36277,1378,2006-10-25,16,68
4087,807,2006-02-16,7,319
12701,644,2006-10-22,9,71
31000,284,2005-09-21,3,467
37212,997,2006-10-31,9,62
2565,703,2006-12-06,7,26
32680,804,2006-09-08,9,115
8760,772,2005-10-11,6,447
27260,427,2006-10-08,11,85
68,831,2006-11-10,10,52
21677,1182,2006-12-09,11,23
15704,728,2006-10-04,5,89
23912,1330,2006-05-27,13,219
25469,962,2006-09-05,12,118
34256,1425,2006-11-04,16,58
31225,1303,2006-10-27,12,66
8975,976,2006-11-16,13,46
16289,782,2006-09-10,7,113
20925,480,2006-05-24,6,222
7288,650,2006-10-08,5,85
23065,1139,2006-07-25,11,160
2816,992,2006-10-21,10,72
14436,1030,2006-02-08,6,327
34071,711,2006-12-20,11,12
18861,1017,2006-07-05,13,180
4289,270,2005-10-04,3,454
23095,1220,2006-02-13,13,322
26482,681,2006-02-08,9,327
25841,782,2006-06-24,10,191
7551,766,2005-08-05,8,514
15184,1236,2006-08-06,13,148
5849,1669,2006-07-11,18,174
22323,741,2006-09-06,8,117
35059,1361,2006-03-31,14,276
38984,969,2006-02-05,12,330
14967,969,2006-06-28,12,187
2755,748,2006-06-18,7,197
4303,634,2006-08-27,8,127
27323,1396,2006-10-27,16,66
21527,666,2006-10-16,6,77
17103,1366,2006-09-01,14,122
6089,1307,2006-05-20,13,226
27273,1427,2006-12-06,11,26
27592,1234,2006-11-18,11,44
39790,370,2006-10-16,6,77
29888,1028,2006-12-18,11,14
3272,649,2006-09-28,10,95
29525,927,2006-08-17,9,137
26726,836,2006-08-05,7,149
29732,874,2006-07-12,9,173
21759,466,2006-07-01,7,184
4620,329,2006-02-20,4,315
35620,633,2006-10-19,7,74
33136,1022,2006-07-03,10,182
29847,486,2006-09-15,4,108
38726,865,2006-08-29,8,125
26178,983,2006-07-09,7,176
18174,710,2006-02-26,6,309
8995,1249,2006-11-11,12,51
29704,1804,2006-09-17,17,106
14376,701,2006-07-23,6,162
31782,1107,2006-09-23,12,100
19949,818,2006-11-26,7,36
34316,905,2006-09-17,10,106
14708,1062,2006-07-10,13,175
5543,553,2006-07-21,7,164
25550,959,2006-07-28,10,157
9162,1162,2006-06-08,13,207
36373,609,2005-09-01,6,487
2691,512,2006-09-04,5,119
28742,1244,2006-10-24,12,69
39749,895,2006-05-22,11,224
34923,1164,2006-02-07,10,328
8387,1042,2006-08-01,12,153
15,631,2005-11-17,8,410
22577,1473,2006-06-09,14,206
39730,1564,2006-07-05,13,180
3234,860,2006-09-16,8,107
31485,1016,2006-01-19,8,347
38114,941,2006-08-13,11,141
15418,1736,2006-08-25,17,129
25791,640,2006-05-09,7,237
33187,1416,2006-10-01,12,92
1960,660,2006-06-04,8,211
4356,474,2005-08-26,5,493
35780,180,2005-11-26,4,401
21221,580,2006-12-11,7,21
36183,949,2006-09-27,9,96
30092,1288,2006-08-28,14,126
34997,612,2006-05-09,7,237
8593,1375,2006-05-31,13,215
12964,1363,2006-08-19,14,135
285,1500,2006-09-22,15,101
17127,529,2006-08-07,7,147
4671,676,2006-05-12,10,234
30833,832,2006-07-11,10,174
37580,461,2006-05-13,5,233
13787,1166,2006-12-15,11,17
26313,891,2006-12-04,9,28
24681,707,2006-09-12,7,111
7794,1033,2006-08-03,13,151
35469,1339,2006-10-18,13,75
2719,1321,2006-09-26,13,97
33791,1299,2006-05-01,12,245
22100,1449,2006-09-30,13,93
9723,771,2006-10-24,8,69
14981,1266,2006-11-02,14,60
24048,902,2006-12-12,10,20
2046,1327,2006-11-29,12,33
24168,1349,2006-05-28,17,218
25123,645,2006-02-14,4,321
39128,1070,2006-08-30,12,124
37171,786,2006-10-24,10,69
937,664,2006-08-05,10,149
31719,614,2005-11-10,6,417
39345,576,2006-04-23,5,253
17271,1254,2006-07-31,12,154
22305,683,2006-03-27,7,280
3563,334,2006-08-23,3,131
4489,1144,2006-09-26,11,97
845,820,2006-10-03,8,90
28476,1003,2006-05-07,11,239
32284,1282,2006-02-25,10,310
24117,936,2006-08-15,11,139
17761,1140,2005-08-10,11,509
20124,503,2005-07-28,7,522
33847,842,2005-12-27,10,370
36344,883,2006-10-24,10,69
2289,588,2006-07-01,8,184
33149,1266,2006-07-19,13,166
16274,1158,2006-07-05,13,180
14594,1263,2006-11-04,10,58
20389,956,2006-04-12,7,264
15373,1231,2006-07-31,12,154
4245,838,2006-06-24,10,191
38506,1285,2006-08-21,11,133
35224,292,2006-09-01,5,122
31043,980,2006-11-06,9,56
38634,478,2006-01-07,4,359
5688,91,2005-08-19,2,500
10162,886,2005-08-30,9,489
19029,618,2006-07-21,7,164
10988,536,2006-07-26,6,159
18439,1002,2006-11-10,13,52
18295,499,2006-09-20,5,103
20132,1031,2006-08-09,13,145
18241,632,2006-06-16,9,199
21168,706,2005-12-21,8,376
19973,405,2006-10-27,6,66
3048,1041,2006-11-24,11,38
5349,776,2006-04-21,9,255
35000,1101,2006-07-07,12,178
25712,1573,2006-07-22,20,163
30233,1505,2006-07-22,15,163
4969,559,2006-04-22,5,254
1457,1682,2006-12-08,15,24
6017,1548,2006-07-16,15,169
18962,753,2006-07-09,8,176
3766,1168,2006-10-03,13,90
882,216,2006-04-12,4,264
33866,548,2006-06-22,8,193
11047,560,2006-10-29,6,64
5489,781,2006-10-20,12,73
20734,925,2006-02-13,10,322
28503,1054,2006-04-07,12,269
24225,1441,2006-07-06,13,179
7023,861,2006-05-05,8,241
25865,442,2006-07-09,6,176
22321,1117,2005-10-26,12,432
30947,837,2006-10-23,8,70
8386,1019,2006-09-19,13,104
4953,851,2006-09-27,10,96
35798,1444,2006-12-26,18,6
3317,1067,2006-10-22,10,71
3735,1401,2006-09-27,17,96
27887,554,2006-01-20,6,346
32,1046,2006-07-10,12,175
7275,1170,2006-07-21,10,164
26125,1635,2006-07-15,14,170
27086,938,2006-10-09,12,84
23527,948,2006-05-15,10,231
32272,569,2005-08-16,5,503
37648,1270,2006-08-15,15,139
36906,1361,2006-12-02,15,30
38545,1117,2006-09-29,10,94
6307,1627,2006-03-31,12,276
11550,829,2006-07-14,12,171
9378,1028,2006-09-04,17,119
28293,992,2006-12-18,11,14
7637,1423,2006-11-07,18,55
1526,858,2006-07-25,9,160
31068,1143,2006-08-25,12,129
7512,876,2006-09-03,8,120
34860,582,2006-06-09,8,206
21938,1058,2006-07-03,8,182
8946,608,2005-07-25,7,525
17924,344,2006-07-13,5,172
33395,678,2006-04-29,9,247
15044,1029,2006-09-05,11,118
21008,418,2006-06-05,6,210
5892,1069,2006-10-27,9,66
25893,243,2005-08-31,3,488
37159,958,2005-10-18,9,440
12993,1281,2006-04-11,13,265
37147,486,2005-11-12,5,415
18072,941,2006-10-27,10,66
5013,974,2006-11-25,11,37
9193,814,2006-11-23,10,39
36900,1368,2006-07-21,10,164
10259,1369,2006-11-01,13,61
4961,927,2006-08-15,11,139
28162,1647,2006-06-19,13,196
30558,822,2006-09-05,9,118
7245,2085,2006-06-20,19,195
27308,1241,2006-09-29,16,94
33230,1038,2006-06-20,11,195
22629,654,2005-12-20,7,377
18558,978,2005-12-27,9,370
7780,1589,2006-07-29,13,156
27454,1776,2006-07-11,15,174
8694,1262,2006-09-20,11,103
23715,585,2006-08-20,5,134
6172,1239,2006-07-30,10,155
33379,823,2006-08-30,9,124
34457,1239,2006-06-29,12,186
2,1230,2005-09-21,11,467
19645,461,2006-09-19,7,104
12068,1196,2006-06-21,10,194
4215,1053,2005-10-03,11,455
3414,1766,2006-07-21,18,164
14838,803,2006-05-27,8,219
10282,226,2005-10-28,3,430
27,581,2006-05-21,7,225
13882,381,2006-04-08,4,268
4573,857,2006-08-30,9,124
12345,615,2006-10-28,9,65
4997,950,2006-03-13,11,294
26865,590,2006-12-05,10,27
12786,703,2005-10-18,7,440
6379,2356,2006-07-13,22,172
39760,1379,2006-12-16,12,16
12328,957,2006-08-14,11,140
7118,884,2006-10-01,8,92
27114,1272,2006-06-20,12,195
32791,548,2006-04-11,7,265
23972,722,2006-11-28,7,34
15343,1401,2006-06-04,12,211
10629,823,2006-08-05,8,149
10945,901,2006-10-18,13,75
23593,1420,2006-06-12,13,203
34209,1024,2006-05-08,13,238
32795,849,2006-08-31,8,123
4510,502,2006-08-03,4,151
14796,596,2005-09-20,6,468
33107,602,2006-07-16,7,169
29457,755,2006-08-01,9,153
5104,1391,2006-04-14,12,262
15803,1022,2006-08-01,11,153
13604,925,2006-07-02,9,183
2777,1380,2006-10-26,14,67
36173,804,2006-12-15,9,17
5901,991,2006-08-07,12,147
34795,1072,2006-09-10,11,113
20594,1221,2006-09-30,13,93
37053,1062,2005-07-20,12,530
12757,2209,2006-07-20,20,165
16219,767,2006-08-03,8,151
38389,786,2006-04-08,9,268
22249,1336,2006-09-21,16,102
27376,840,2006-09-02,10,121
14066,943,2006-08-24,8,130
29824,766,2006-09-23,9,100
4263,647,2006-08-01,6,153
30523,913,2006-09-07,9,116
30173,897,2006-11-06,9,56
4836,626,2005-09-18,8,470
9666,801,2006-07-17,10,168
1186,1493,2006-11-21,14,41
974,1269,2006-09-29,14,94
18777,1099,2006-01-18,10,348
36397,1879,2006-09-04,19,119
17673,1009,2006-09-28,10,95
17062,644,2006-10-20,8,73
20351,685,2006-05-12,6,234
1651,895,2006-05-17,10,229
36611,753,2006-04-16,12,260
31242,912,2006-05-15,9,231
21264,636,2006-02-03,11,332
1418,936,2006-10-05,7,88
16878,1458,2006-06-08,14,207
37220,904,2006-08-15,9,139
24185,1048,2006-06-20,8,195
24994,631,2006-11-15,8,47
27795,1091,2006-10-21,13,72
31580,2271,2006-06-10,18,205
17530,401,2005-11-19,7,408
22845,1044,2006-11-22,9,40
22120,592,2006-11-22,9,40
6218,1266,2006-08-22,14,132
11556,1360,2006-12-13,13,19
21827,786,2006-04-22,9,254
1003,1474,2006-03-27,13,280
14931,1269,2006-05-23,11,223
7408,802,2006-09-15,7,108
6942,674,2006-05-30,7,216
642,1346,2006-11-15,16,47
15293,1119,2006-07-14,10,171
22097,1314,2006-11-06,12,56
1234,400,2006-08-16,6,138
2600,362,2005-06-09,4,571
125,1823,2005-12-22,20,375
8728,486,2006-05-26,7,220
9610,1209,2006-10-07,10,86
4537,1193,2006-08-12,14,142
7017,415,2005-09-18,5,470
9745,908,2006-11-28,9,34
5520,834,2006-08-07,8,147
24925,983,2006-08-13,13,141
3314,1132,2006-08-23,13,131
11850,1060,2006-08-17,11,137
23646,1125,2006-12-26,11,6
21145,901,2006-10-14,11,79
19891,459,2006-09-02,5,121
8645,585,2005-08-05,7,514
180,659,2006-07-12,9,173
31046,1097,2005-11-10,12,417
22809,561,2006-08-21,11,133
24962,1606,2006-11-28,16,34
35968,583,2006-07-03,8,182
16997,1752,2006-09-29,14,94
28880,1131,2006-11-03,8,59
10305,445,2006-06-25,6,190
28438,953,2006-09-27,9,96
20879,418,2006-03-17,7,290
37927,549,2006-05-10,5,236
30649,1487,2006-09-20,13,103
28953,902,2006-01-20,11,346
30747,1298,2006-05-12,11,234
49,1191,2006-08-04,10,150
39056,1094,2006-07-27,10,158
5120,902,2006-12-09,10,23
15600,686,2006-11-06,7,56
39377,1365,2006-10-01,12,92
19174,939,2006-09-17,11,106
8703,509,2006-09-10,6,113
12415,352,2006-11-13,5,49
32253,813,2006-07-18,9,167
36571,416,2005-12-04,5,393
35791,875,2006-07-30,8,155
6105,388,2006-03-04,7,303
21302,1000,2006-03-13,11,294
7353,660,2006-02-28,10,307
19128,611,2006-07-28,7,157
7894,822,2006-07-12,7,173
14386,861,2006-05-10,9,236
21251,1028,2006-07-10,10,175
26497,852,2006-12-19,9,13
20041,1226,2006-09-19,13,104
38800,846,2006-08-05,11,149
6298,509,2006-06-09,7,206
18139,415,2006-04-07,4,269
20941,577,2006-06-06,6,209
624,879,2006-10-06,11,87
26995,394,2006-07-19,5,166
23865,508,2006-07-22,8,163
22778,1048,2006-10-19,11,74
28242,1177,2006-05-10,9,236
21641,1197,2006-10-28,11,65
5830,726,2006-08-04,9,150
25419,686,2006-06-07,8,208
8320,881,2006-07-13,10,172
36688,542,2006-02-23,7,312
11527,1049,2006-08-13,9,141
16010,373,2005-07-31,5,519
2486,697,2006-06-18,8,197
14057,952,2006-07-13,10,172
37217,966,2006-11-14,11,48
23030,1199,2006-08-07,12,147
11800,1261,2006-08-23,12,131
11826,1008,2006-10-11,8,82
7996,1106,2006-06-25,14,190
15525,947,2005-11-25,10,402
37391,982,2006-06-15,13,200
30552,1280,2006-11-10,13,52
25179,1045,2006-06-08,12,207
39219,2447,2006-11-06,18,56
13673,1061,2006-09-18,13,105
38797,498,2006-06-27,6,188
15197,1172,2006-11-16,11,46
16296,1139,2006-05-17,9,229
22156,1110,2005-09-25,10,463
28804,880,2006-06-07,9,208
20678,625,2005-12-30,11,367
32294,519,2005-04-22,4,619
25480,626,2006-07-02,8,183
29039,665,2006-09-10,5,113
5207,745,2006-09-02,9,121
13160,267,2006-01-21,5,345
16689,931,2005-09-24,8,464
37527,543,2006-05-16,6,230
4145,1279,2006-09-28,14,95
22679,1404,2006-10-06,12,87
33770,618,2006-04-26,7,250
15852,1297,2006-08-25,12,129
34740,466,2005-09-09,4,479
14742,631,2006-08-22,7,132
8162,432,2005-12-04,10,393
33874,842,2006-04-05,8,271
34613,409,2006-03-28,5,279
18250,1292,2006-02-06,12,329
23571,1230,2006-12-30,9,2
39832,1104,2006-03-03,10,304
3976,326,2005-10-18,6,440
21819,800,2006-03-15,6,292
38360,502,2006-05-04,6,242
32098,789,2006-05-09,11,237
39617,1020,2006-06-27,11,188
10560,1532,2006-10-05,12,88
17873,340,2006-12-13,4,19
10230,822,2006-04-29,7,247
32646,957,2006-07-24,12,161
32008,773,2006-07-29,9,156
20978,655,2006-10-15,7,78
28259,1390,2006-05-27,12,219
23218,1059,2006-08-28,9,126
7808,434,2006-04-13,4,263
24455,1102,2006-08-01,11,153
15416,928,2006-10-05,8,88
39984,1378,2006-10-02,17,91
6337,1226,2006-09-13,14,110
15764,1182,2006-12-06,10,26
19038,1139,2006-07-04,9,181
38375,594,2006-02-25,5,310
2140,917,2006-07-04,10,181
70,1181,2006-07-29,8,156
7252,603,2006-10-15,7,78
10744,708,2005-08-22,7,497
37254,887,2006-06-26,11,189
16606,360,2006-02-26,6,309
31015,1262,2005-10-11,11,447
6556,662,2006-10-08,8,85
38343,962,2006-10-01,13,92
12509,1241,2006-08-01,10,153
28917,706,2006-05-16,8,230
13955,738,2006-03-18,10,289
12968,237,2006-12-16,4,16
38090,773,2006-11-22,9,40
15716,840,2006-09-28,9,95
6729,1189,2006-12-13,9,19
17718,1070,2006-10-21,9,72
11854,1464,2006-11-02,14,60
37438,211,2006-04-22,4,254
19273,842,2006-06-04,9,211
33606,1347,2006-04-01,15,275
18829,797,2006-08-23,9,131
20638,787,2006-11-12,8,50
31982,581,2005-08-30,6,489
15402,793,2006-07-25,9,160
12054,376,2006-05-28,7,218
2332,1394,2006-09-08,13,115
26333,901,2006-08-06,11,148
2005,758,2006-11-13,11,49
2806,1340,2006-12-12,14,20
13463,363,2005-09-05,6,483
37227,786,2006-06-20,12,195
12221,401,2005-06-20,7,560
12014,432,2005-07-12,4,538
26419,772,2006-12-02,11,30
4723,939,2006-11-25,11,37
24175,778,2005-12-12,8,385
13644,941,2006-10-19,11,74
22837,1130,2006-12-02,10,30
19070,552,2006-08-26,6,128
3534,1139,2005-12-28,9,369
15993,1392,2006-11-06,11,56
26231,1134,2006-05-01,10,245
14749,747,2006-11-11,8,51
29710,888,2006-01-11,7,355
34622,897,2006-05-01,13,245
6432,725,2006-12-02,8,30
28991,309,2006-09-19,4,104
1437,497,2005-10-02,5,456
24550,886,2006-08-26,8,128
11231,810,2006-04-18,9,258
10603,900,2006-11-15,10,47
32811,1628,2006-07-17,15,168
29911,762,2006-08-26,10,128
26210,1280,2006-11-20,13,42
6599,974,2006-11-02,8,60
34011,993,2006-07-02,12,183
32418,1515,2006-10-26,14,67
6862,1561,2006-03-26,14,281
32308,1492,2006-12-01,17,31
20820,418,2006-10-04,6,89
15952,1437,2006-04-07,16,269
7341,1063,2006-10-22,10,71
19257,777,2006-07-31,10,154
28757,1124,2006-08-24,11,130
3008,1062,2005-10-04,8,454
28374,649,2006-06-03,7,212
22274,482,2005-12-07,3,390
39943,991,2006-05-26,9,220
38739,993,2006-09-01,12,122
10690,695,2006-09-03,6,120
31055,1643,2006-11-08,15,54
12896,1006,2006-06-19,9,196
31107,1364,2006-09-01,12,122
14454,1282,2006-02-11,14,324
26066,314,2006-09-01,5,122
36434,786,2006-09-19,9,104
13637,890,2005-11-24,9,403
25715,978,2006-09-13,10,110
25608,807,2006-05-21,8,225
36273,1864,2006-12-04,18,28
31986,904,2006-07-02,10,183
34379,893,2006-09-04,10,119
27383,593,2006-12-15,7,17
37513,906,2006-12-11,10,21
5906,565,2006-10-06,6,87
253,895,2006-06-04,9,211
15472,797,2006-12-25,10,7
9011,1366,2006-08-31,13,123
2205,1033,2006-05-13,12,233
4385,1440,2006-06-18,13,197
32645,1217,2006-11-21,11,41
19972,493,2006-10-17,6,76
4062,836,2006-10-11,10,82
31630,654,2005-12-24,9,373
36603,834,2006-12-14,9,18
7542,868,2006-08-22,12,132
31811,1118,2006-06-07,10,208
31056,831,2006-05-10,11,236
2670,868,2006-07-29,10,156
20837,1411,2006-08-12,14,142
20737,1074,2006-08-19,11,135
36033,1072,2006-10-31,10,62
27543,911,2005-09-26,9,462
21313,1364,2005-09-11,13,477
16323,1007,2006-05-24,10,222
17093,584,2006-07-15,6,170
3211,603,2006-11-03,7,59
38999,963,2006-09-15,8,108
12148,978,2006-04-09,12,267
1879,641,2006-06-06,7,209
12532,972,2006-08-14,7,140
18147,595,2006-09-26,7,97
39468,1068,2006-09-30,11,93
26405,873,2006-03-22,8,285
4235,1431,2006-11-13,12,49
23152,1043,2005-10-06,9,452
31538,970,2006-11-21,10,41
35358,942,2006-08-02,14,152
20281,975,2006-07-25,10,160
25408,810,2006-02-19,8,316
31883,1285,2006-11-05,11,57
27148,1344,2005-05-05,10,606
194,1639,2006-09-23,14,100
23038,729,2006-08-30,10,124
34360,368,2006-06-14,6,201
38340,682,2006-12-28,8,4
25754,711,2006-08-22,9,132
31260,1149,2006-08-06,10,148
13300,886,2006-08-06,12,148
15350,780,2006-07-06,9,179
21815,661,2006-12-22,7,10
20735,916,2006-05-27,10,219
692,1124,2006-06-23,13,192
38729,1132,2006-10-06,13,87
15601,1172,2006-08-28,12,126
36676,576,2006-04-17,5,259
33540,964,2006-10-19,10,74
29773,1252,2006-08-17,12,137
39784,982,2006-12-04,9,28
30518,679,2006-11-30,6,32
18164,464,2005-10-03,7,455
26407,1345,2006-05-05,14,241
2428,693,2006-02-25,9,310
14001,1583,2005-11-18,12,409
39291,912,2006-05-30,8,216
24722,1010,2006-08-18,10,136
31210,833,2005-11-17,9,410
16592,1306,2006-11-24,14,38
23182,756,2006-10-27,6,66
13728,593,2006-12-03,6,29
32202,33,2006-04-03,1,273
27653,1065,2006-04-26,11,250
29442,921,2006-08-18,9,136
4065,1433,2005-10-23,14,435
16090,974,2006-10-12,11,81
10432,1106,2006-06-11,11,204
7962,894,2006-10-18,7,75
7879,1046,2006-05-14,9,232
1854,377,2005-10-07,4,451
3488,672,2006-05-03,9,243
19931,743,2006-02-04,7,331
2466,1521,2006-10-25,13,68
13793,1384,2006-11-11,13,51
29460,1309,2006-02-25,13,310
26583,925,2006-06-13,7,202
19899,1160,2006-02-24,11,311
39494,886,2006-02-28,8,307
7375,1288,2006-11-09,15,53
14582,799,2006-07-06,8,179
22374,748,2006-12-24,9,8
29330,891,2005-10-25,10,433
28824,954,2006-06-30,11,185
6007,691,2006-10-21,7,72
10585,511,2005-10-22,8,436
32793,475,2005-08-11,4,508
38836,344,2006-08-07,4,147
18426,623,2006-05-17,8,229
28797,547,2005-12-17,6,380
36190,805,2005-08-15,8,504
8722,995,2006-03-11,10,296
1425,1126,2006-10-29,12,64
11879,1575,2006-09-09,17,114
11875,1654,2006-10-04,16,89
25869,1150,2006-10-22,14,71
33413,772,2005-11-08,10,419
27261,941,2005-10-20,11,438
2143,998,2006-07-03,14,182
29378,549,2005-10-03,7,455
7332,1087,2006-06-04,13,211
11466,1034,2006-08-23,10,131
7124,1459,2006-10-30,12,63
8454,865,2006-12-14,8,18
7539,998,2006-11-08,10,54
26589,773,2006-08-17,9,137
7333,524,2006-10-14,5,79
32234,1480,2006-07-11,14,174
348,421,2006-07-19,5,166
24811,1859,2006-10-28,16,65
33204,771,2006-09-04,5,119
933,1304,2006-09-10,13,113
11309,1002,2006-09-04,11,119
32082,992,2006-07-01,11,184
11737,1352,2006-07-05,15,180
16383,948,2006-08-22,12,132
30753,1175,2006-10-19,11,74
11016,1361,2006-02-17,13,318
24761,1084,2006-06-15,13,200
9298,1877,2006-10-20,16,73
13370,1109,2006-11-13,13,49
13278,1584,2006-10-21,14,72
1816,1268,2006-11-05,15,57
37167,1671,2006-07-25,15,160
27264,455,2006-12-22,7,10
37485,560,2006-11-03,6,59
38593,768,2006-08-05,7,149
21669,646,2005-07-07,6,543
29969,1111,2006-06-14,12,201
10251,993,2006-01-21,10,345
17445,1082,2006-11-22,11,40
16184,864,2006-07-03,11,182
16105,440,2005-07-24,7,526
17201,352,2006-08-14,5,140
15684,887,2006-07-29,7,156
14853,667,2006-08-31,5,123
31875,842,2006-07-16,10,169
30709,777,2006-12-11,7,21
4341,2100,2006-11-20,20,42
32626,851,2006-06-16,9,199
38570,801,2006-10-28,9,65
2322,580,2006-07-03,6,182
1931,660,2006-11-24,9,38
12843,1939,2006-09-26,15,97
7273,1312,2006-07-27,11,158
39544,1159,2006-06-24,14,191
3075,1403,2006-09-30,14,93
23269,1102,2006-07-22,12,163
15713,658,2006-03-21,9,286
13968,1294,2006-07-10,15,175
31904,823,2006-09-30,10,93
9088,1256,2005-08-30,10,489
32155,729,2006-01-21,6,345
24126,508,2006-09-06,8,117
16989,566,2005-10-14,7,444
13019,761,2006-10-10,12,83
11641,1062,2006-01-07,9,359
33017,941,2006-08-10,11,144
33210,833,2006-09-07,7,116
30359,663,2005-11-05,7,422
36041,1094,2006-09-02,12,121
35307,949,2006-10-02,12,91
24649,446,2006-04-21,6,255
39980,1494,2006-11-26,14,36
7736,1144,2006-10-02,12,91
15177,1025,2006-12-16,11,16
25192,601,2006-07-14,6,171
10512,940,2006-08-08,8,146
36848,407,2006-04-14,7,262
2847,1401,2006-07-02,14,183
2133,1499,2006-08-13,18,141
10229,758,2005-10-11,9,447
35886,536,2005-10-07,5,451
3095,930,2006-11-27,12,35
21844,1143,2005-12-23,11,374
8727,928,2006-09-02,10,121
37131,537,2006-10-16,7,77
32259,587,2006-03-08,6,299
31584,1010,2006-08-05,9,149
17233,1264,2006-10-20,12,73
25545,1065,2006-08-19,9,135
25306,771,2006-11-05,10,57
5557,497,2006-12-22,5,10
29631,915,2006-10-22,8,71
36499,770,2006-01-21,8,345
10119,746,2006-10-05,11,88
6823,1057,2006-10-08,13,85
14475,1005,2006-04-22,12,254
20293,458,2006-11-05,4,57
6981,1336,2006-09-17,10,106
19703,462,2006-11-26,4,36
1612,1177,2006-10-10,10,83
32170,133,2006-02-25,2,310
31941,546,2006-02-01,6,334
19636,1097,2006-10-06,14,87
